ticker,period_end,fiscal_period,report_type,statement
TICK009,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 63892.70051231959, 'NetIncome': 15377.029937499763, 'OperatingCashFlow': 25545.885472392485, 'EPS': 5.823382054927634}"
TICK010,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 121753.61394458122, 'NetIncome': 16604.884011902686, 'OperatingCashFlow': 25960.096067401737, 'EPS': 1.7109515115788843}"
TICK010,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 113377.2058317668, 'NetIncome': 12272.233383672328, 'OperatingCashFlow': 35250.33429558469, 'EPS': 5.780838805170864}"
TICK010,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 104928.8292312895, 'NetIncome': 15973.668460595567, 'OperatingCashFlow': 6078.546029465779, 'EPS': 1.6129207815478164}"
TICK010,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 72179.92914375996, 'NetIncome': 19621.87048309614, 'OperatingCashFlow': 16586.463004295576, 'EPS': 6.06820065751259}"
TICK010,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 27910.755543321542, 'NetIncome': 7251.343401831161, 'OperatingCashFlow': 36151.61327809349, 'EPS': 7.995690382504295}"
TICK010,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 39455.985693470284, 'NetIncome': 6861.3907743083355, 'OperatingCashFlow': 3178.825023452019, 'EPS': 8.644732812399896}"
TICK010,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 76254.17374413341, 'NetIncome': 14883.81778231032, 'OperatingCashFlow': 24727.909605826982, 'EPS': 7.939234440755919}"
TICK010,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 104888.8810903432, 'NetIncome': 15816.110561021, 'OperatingCashFlow': 17346.730550225264, 'EPS': 6.522470949180425}"
TICK010,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 81738.70683145143, 'NetIncome': 17035.632694075855, 'OperatingCashFlow': 11819.215018906645, 'EPS': 9.787957891927762}"
TICK010,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 114424.09371128079, 'NetIncome': 14720.075617310735, 'OperatingCashFlow': 5586.67057874938, 'EPS': 8.607871205593742}"
TICK010,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 46344.89503269463, 'NetIncome': 1080.8811077205553, 'OperatingCashFlow': 4121.213188049136, 'EPS': 5.64718893709076}"
TICK010,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 142793.80172810316, 'NetIncome': 6108.97726207091, 'OperatingCashFlow': 16343.41707080745, 'EPS': 2.080741625606099}"
TICK010,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 133848.65564590984, 'NetIncome': 1688.9439527857642, 'OperatingCashFlow': 25967.33097622709, 'EPS': 6.81892304459034}"
TICK010,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 9336.095411948912, 'NetIncome': 17691.702241676718, 'OperatingCashFlow': 24343.756997876702, 'EPS': 4.88938673651344}"
TICK010,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 117244.9532566564, 'NetIncome': 4099.723803532263, 'OperatingCashFlow': 22742.313124581204, 'EPS': 6.057808034011085}"
TICK010,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 98566.61716836241, 'NetIncome': 17545.640898205795, 'OperatingCashFlow': 22950.90665045441, 'EPS': 5.998932977683538}"
TICK011,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 72706.88675717512, 'NetIncome': 13793.943634624184, 'OperatingCashFlow': 38448.2907571358, 'EPS': 5.951275194029529}"
TICK011,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 96485.12531381195, 'NetIncome': 3440.302950520835, 'OperatingCashFlow': 19983.290676195895, 'EPS': 5.13596553668328}"
TICK011,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 130850.62409125845, 'NetIncome': 12317.547082242554, 'OperatingCashFlow': 9986.261238754305, 'EPS': 3.672514274941081}"
TICK011,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 49535.88799589668, 'NetIncome': 13511.887172493525, 'OperatingCashFlow': 7469.303313189668, 'EPS': 7.909298229751903}"
TICK011,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 127163.70139896877, 'NetIncome': 11000.213423646654, 'OperatingCashFlow': 28621.320461975465, 'EPS': 2.3931267862504035}"
TICK011,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 13090.6537454106, 'NetIncome': 13416.0705796473, 'OperatingCashFlow': 18727.646582704696, 'EPS': 3.333739999596023}"
TICK011,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 149365.9729038972, 'NetIncome': 14641.512968520641, 'OperatingCashFlow': 38999.90006750973, 'EPS': 3.120846272044963}"
TICK011,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 138867.6436017637, 'NetIncome': 11331.815016762952, 'OperatingCashFlow': 32260.348601377158, 'EPS': 2.99915010642719}"
TICK011,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 106938.88991460679, 'NetIncome': 3136.2083843810065, 'OperatingCashFlow': 33833.5137776059, 'EPS': 2.3706773589942793}"
TICK011,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 103745.59131997444, 'NetIncome': 12790.660069937496, 'OperatingCashFlow': 10078.83876993815, 'EPS': 0.8827314563737692}"
TICK011,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 62311.818357575285, 'NetIncome': 12441.740588894609, 'OperatingCashFlow': 14806.016033950733, 'EPS': 2.629095673002696}"
TICK011,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 10846.858233547275, 'NetIncome': 19933.570766647288, 'OperatingCashFlow': 6570.499441834248, 'EPS': 7.925356325261632}"
TICK011,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 8286.699330517375, 'NetIncome': 19802.73082910526, 'OperatingCashFlow': 28923.973914730417, 'EPS': 2.2656221382888537}"
TICK011,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 45283.59392745498, 'NetIncome': 3328.8858970557076, 'OperatingCashFlow': 38298.877347733236, 'EPS': 9.947258983339111}"
TICK011,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 17403.042891462985, 'NetIncome': 12896.229687797744, 'OperatingCashFlow': 35917.99525518933, 'EPS': 4.892500819889389}"
TICK011,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 11329.158604250399, 'NetIncome': 1779.9039413918892, 'OperatingCashFlow': 7204.1418869241, 'EPS': 1.5495113205848576}"
TICK012,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 68405.06358628179, 'NetIncome': 7096.62099428784, 'OperatingCashFlow': 2543.0248871342383, 'EPS': 5.57943777310262}"
TICK012,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 106006.21507120291, 'NetIncome': 2588.667660762444, 'OperatingCashFlow': 2847.7002299022815, 'EPS': 5.932447551733117}"
TICK012,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 105653.79944905239, 'NetIncome': 11627.118105127272, 'OperatingCashFlow': 30578.223084916033, 'EPS': 3.2561693673625314}"
TICK012,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 138224.03896611405, 'NetIncome': 5497.793117936763, 'OperatingCashFlow': 37149.31451159556, 'EPS': 5.283992853026432}"
TICK012,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 73185.83296973685, 'NetIncome': 9083.82561263913, 'OperatingCashFlow': 24974.552273471556, 'EPS': 1.9309784469568883}"
TICK012,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 24664.0569186636, 'NetIncome': 6934.216559081423, 'OperatingCashFlow': 28906.417156691798, 'EPS': 4.65325318798983}"
TICK012,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 94862.0088100191, 'NetIncome': 2188.6565719615437, 'OperatingCashFlow': 23462.32614317721, 'EPS': 8.582764415346274}"
TICK012,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 37464.308897292765, 'NetIncome': 19925.127500452123, 'OperatingCashFlow': 33825.61757636274, 'EPS': 5.210420229379636}"
TICK012,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 92915.48923893648, 'NetIncome': 3251.0970999870365, 'OperatingCashFlow': 27304.03980168682, 'EPS': 9.81422944843856}"
TICK012,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 66470.62569700163, 'NetIncome': 18571.111256058604, 'OperatingCashFlow': 23658.731769567592, 'EPS': 0.9416513267666904}"
TICK012,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 125774.76925020402, 'NetIncome': 10544.379981039401, 'OperatingCashFlow': 37669.849360771994, 'EPS': 2.5886867512492135}"
TICK012,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 18562.77194062432, 'NetIncome': 8955.527360233915, 'OperatingCashFlow': 15286.93329643586, 'EPS': 5.31856703136867}"
TICK012,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 102662.53036798032, 'NetIncome': 937.8827215156282, 'OperatingCashFlow': 14614.503403084205, 'EPS': 8.36326390278553}"
TICK012,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 112990.41815855022, 'NetIncome': 12385.446814060799, 'OperatingCashFlow': 35341.4036726846, 'EPS': 2.947806183951982}"
TICK012,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 20411.096197812272, 'NetIncome': 19186.978667704356, 'OperatingCashFlow': 19406.948666854547, 'EPS': 3.325951295809835}"
TICK012,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 130610.3334257493, 'NetIncome': 5704.3257929735955, 'OperatingCashFlow': 16367.279423137184, 'EPS': 8.722827902535728}"
TICK013,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 100218.48287549421, 'NetIncome': 17657.82672149311, 'OperatingCashFlow': 37256.84018847772, 'EPS': 6.377971249857597}"
TICK013,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 87153.7063001957, 'NetIncome': 12630.783037622294, 'OperatingCashFlow': 38661.52091065896, 'EPS': 0.9561522641949507}"
TICK013,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 11390.019532381128, 'NetIncome': 16838.012465451557, 'OperatingCashFlow': 35319.844882767684, 'EPS': 1.9283385947525415}"
TICK013,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 73039.93626613737, 'NetIncome': 16458.913526808057, 'OperatingCashFlow': 38383.13550929436, 'EPS': 9.830252645416223}"
TICK013,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 43532.853191621296, 'NetIncome': 12837.013211617359, 'OperatingCashFlow': 36553.360535034735, 'EPS': 5.489000488150511}"
TICK013,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 47778.08506372506, 'NetIncome': 566.1746878413987, 'OperatingCashFlow': 16792.450089468683, 'EPS': 7.464225308476021}"
TICK013,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 103173.188387355, 'NetIncome': 6004.498290583147, 'OperatingCashFlow': 11482.991824723338, 'EPS': 8.170947038760918}"
TICK013,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 146686.9234249753, 'NetIncome': 6338.714154688777, 'OperatingCashFlow': 15222.997499885389, 'EPS': 1.181403118904531}"
TICK013,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 85690.4690760732, 'NetIncome': 13430.82636959854, 'OperatingCashFlow': 29730.02974786034, 'EPS': 8.030651633675802}"
TICK013,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 142737.4940531443, 'NetIncome': 5561.087496752614, 'OperatingCashFlow': 31798.59382582624, 'EPS': 8.371035693409112}"
TICK013,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 102346.08417418618, 'NetIncome': 17082.642139528612, 'OperatingCashFlow': 10457.185949223645, 'EPS': 9.409603457005193}"
TICK013,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 128128.23042929347, 'NetIncome': 9269.382830163759, 'OperatingCashFlow': 39417.66072698933, 'EPS': 7.4535159201322365}"
TICK013,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 104962.89113328868, 'NetIncome': 5663.253629321339, 'OperatingCashFlow': 3598.949478451046, 'EPS': 7.522372330522988}"
TICK013,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 38638.70240904327, 'NetIncome': 2156.721962894601, 'OperatingCashFlow': 11955.772757509936, 'EPS': 1.029713373448067}"
TICK013,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 13309.87569397828, 'NetIncome': 2791.4348115167645, 'OperatingCashFlow': 2753.1506340141427, 'EPS': 3.630864174680279}"
TICK013,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 103404.09947752117, 'NetIncome': 8254.874675243223, 'OperatingCashFlow': 39877.12042910037, 'EPS': 9.638334249752022}"
TICK014,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 144809.5672148148, 'NetIncome': 14568.932854092813, 'OperatingCashFlow': 9625.724093204983, 'EPS': 3.161899865023207}"
TICK014,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 45278.619936888244, 'NetIncome': 17441.18524396537, 'OperatingCashFlow': 2082.908635226327, 'EPS': 1.4645833498883298}"
TICK014,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 96854.63767047787, 'NetIncome': 12670.373781072289, 'OperatingCashFlow': 26860.515821514404, 'EPS': 1.414220725235701}"
TICK014,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 63961.22899356185, 'NetIncome': 705.7770857759631, 'OperatingCashFlow': 27851.055962881048, 'EPS': 4.567791902016088}"
TICK014,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 109952.88620960434, 'NetIncome': 7742.579064293431, 'OperatingCashFlow': 14637.876088945957, 'EPS': 7.503371210694917}"
TICK014,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 64113.061804108744, 'NetIncome': 1805.5975013553425, 'OperatingCashFlow': 21965.99275696058, 'EPS': 1.046963819284644}"
TICK014,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 40292.03535980073, 'NetIncome': 3364.439225422136, 'OperatingCashFlow': 7382.668669035054, 'EPS': 3.152628080496924}"
TICK014,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 138763.02958887196, 'NetIncome': 15412.223756901501, 'OperatingCashFlow': 34246.21454850305, 'EPS': 3.148468081997323}"
TICK014,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 50431.306924925666, 'NetIncome': 14058.662280600525, 'OperatingCashFlow': 8219.40941459534, 'EPS': 8.930894886358239}"
TICK014,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 79609.7944063841, 'NetIncome': 13866.505546540273, 'OperatingCashFlow': 13351.0361540207, 'EPS': 9.45838099050988}"
TICK014,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 96720.27966905771, 'NetIncome': 2083.6186674981273, 'OperatingCashFlow': 7363.785107570315, 'EPS': 1.577797825733025}"
TICK014,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 128962.91203725061, 'NetIncome': 4694.325088468274, 'OperatingCashFlow': 27985.738427951954, 'EPS': 1.139121287634824}"
TICK014,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 25495.421456822474, 'NetIncome': 7771.912849968385, 'OperatingCashFlow': 30932.53892593854, 'EPS': 2.403770355874312}"
TICK014,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 44097.26893516359, 'NetIncome': 6512.829288078895, 'OperatingCashFlow': 6909.371227950454, 'EPS': 2.1843248798331225}"
TICK014,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 123873.17683131013, 'NetIncome': 12747.286854403315, 'OperatingCashFlow': 35885.62065826124, 'EPS': 7.782036829224811}"
TICK014,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 108547.9305326577, 'NetIncome': 16445.637692661767, 'OperatingCashFlow': 36411.14808257838, 'EPS': 5.064473892794682}"
TICK015,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 120153.608116523, 'NetIncome': 12963.48418131583, 'OperatingCashFlow': 28631.068302643234, 'EPS': 8.974128507365926}"
TICK015,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 138603.05955525034, 'NetIncome': 8313.64422559289, 'OperatingCashFlow': 34132.704727559234, 'EPS': 6.0055789733872915}"
TICK015,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 131455.1660959548, 'NetIncome': 5191.66009166127, 'OperatingCashFlow': 17756.526824641303, 'EPS': 1.1551356360858707}"
TICK015,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 130565.92489363403, 'NetIncome': 12765.04456335587, 'OperatingCashFlow': 7598.415397317124, 'EPS': 3.7710231295107746}"
TICK015,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 83068.64450209023, 'NetIncome': 17291.566323813342, 'OperatingCashFlow': 31404.53716177425, 'EPS': 0.7999520316337225}"
TICK015,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 105155.25743015573, 'NetIncome': 6717.57472170985, 'OperatingCashFlow': 2739.597491916656, 'EPS': 6.3240697710386335}"
TICK015,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 115278.6478061739, 'NetIncome': 12865.159270690876, 'OperatingCashFlow': 39965.84310072089, 'EPS': 9.210741893404316}"
TICK015,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 135498.76379376143, 'NetIncome': 6607.336782813296, 'OperatingCashFlow': 10720.320729987052, 'EPS': 5.615940472790095}"
TICK015,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 145384.4916009969, 'NetIncome': 2461.272364014374, 'OperatingCashFlow': 38101.204288978035, 'EPS': 2.925991665627114}"
TICK015,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 64208.98662467134, 'NetIncome': 11038.341299183405, 'OperatingCashFlow': 34022.81979571204, 'EPS': 2.702264202363188}"
TICK015,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 52049.60700359193, 'NetIncome': 18812.971266833076, 'OperatingCashFlow': 20005.74586260749, 'EPS': 3.8018112825820047}"
TICK015,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 36930.76086143676, 'NetIncome': 3125.310266639992, 'OperatingCashFlow': 4467.1837525127485, 'EPS': 8.715155235362179}"
TICK015,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 23043.772533211486, 'NetIncome': 10962.949172910776, 'OperatingCashFlow': 25946.001114799743, 'EPS': 9.933791129853688}"
TICK015,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 70845.79125547655, 'NetIncome': 9754.76050678949, 'OperatingCashFlow': 18847.863804335066, 'EPS': 0.9538728594870316}"
TICK015,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 104613.29366391741, 'NetIncome': 4539.830494433345, 'OperatingCashFlow': 22947.884375204776, 'EPS': 5.647971939080277}"
TICK015,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 94066.70410223224, 'NetIncome': 18987.644804065047, 'OperatingCashFlow': 13565.856909276812, 'EPS': 9.730860651685294}"
TICK016,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 24527.78824387581, 'NetIncome': 1318.6648525972364, 'OperatingCashFlow': 22058.937469236032, 'EPS': 8.218183302847967}"
TICK016,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 149792.82203857615, 'NetIncome': 16528.26688076208, 'OperatingCashFlow': 8459.204899510145, 'EPS': 1.2408161656796501}"
TICK016,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 34276.55780260371, 'NetIncome': 4509.763974806927, 'OperatingCashFlow': 2636.857549399236, 'EPS': 9.079553294804374}"
TICK016,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 101576.23546628587, 'NetIncome': 3725.312204258724, 'OperatingCashFlow': 30931.21938249605, 'EPS': 6.266079300980026}"
TICK016,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 107822.55672781421, 'NetIncome': 11608.495324853007, 'OperatingCashFlow': 7164.850896042822, 'EPS': 1.6659665629630027}"
TICK016,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 34366.199600681866, 'NetIncome': 16664.573832288985, 'OperatingCashFlow': 21761.984145107155, 'EPS': 0.7488643249381213}"
TICK016,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 33284.01845795419, 'NetIncome': 607.23035607142, 'OperatingCashFlow': 25206.923327583892, 'EPS': 1.5915088714943884}"
TICK016,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 97317.42659784254, 'NetIncome': 13112.741254556538, 'OperatingCashFlow': 38067.92101915294, 'EPS': 4.386789226101703}"
TICK016,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 8408.777230613066, 'NetIncome': 18356.972283321964, 'OperatingCashFlow': 26360.225385618593, 'EPS': 3.2645933134456424}"
TICK016,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 66124.67655869012, 'NetIncome': 18737.648976319324, 'OperatingCashFlow': 24125.70695717905, 'EPS': 9.427973679212188}"
TICK016,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 141863.58900348825, 'NetIncome': 8945.554268747257, 'OperatingCashFlow': 5223.867434901211, 'EPS': 2.533470275578031}"
TICK016,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 97426.50943499179, 'NetIncome': 7253.5855222689315, 'OperatingCashFlow': 22920.207828456827, 'EPS': 6.544004940772788}"
TICK016,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 94999.10777879006, 'NetIncome': 4893.886217236008, 'OperatingCashFlow': 27642.83849439759, 'EPS': 9.97117854984422}"
TICK016,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 59066.240919129516, 'NetIncome': 12789.934424841396, 'OperatingCashFlow': 2876.175449198724, 'EPS': 9.239726447625575}"
TICK016,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 101095.69302029879, 'NetIncome': 7227.395853404906, 'OperatingCashFlow': 15727.178514353405, 'EPS': 4.295876881197098}"
TICK016,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 57070.426508354205, 'NetIncome': 3857.517912053413, 'OperatingCashFlow': 6752.427133690595, 'EPS': 6.103206685173781}"
TICK017,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 129581.09957099847, 'NetIncome': 15374.568880024714, 'OperatingCashFlow': 32620.964628890346, 'EPS': 6.729572204163302}"
TICK017,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 107410.25153515319, 'NetIncome': 2575.0592598671406, 'OperatingCashFlow': 7558.274505918705, 'EPS': 4.166934906312216}"
TICK017,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 83741.41944702121, 'NetIncome': 7710.198941791992, 'OperatingCashFlow': 3932.397116721947, 'EPS': 0.5651249893631591}"
TICK017,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 36069.07358496479, 'NetIncome': 15504.102496022617, 'OperatingCashFlow': 16349.405452988893, 'EPS': 9.558808074482934}"
TICK017,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 55945.703209036685, 'NetIncome': 5172.930094726127, 'OperatingCashFlow': 30848.275206338236, 'EPS': 5.840994783851738}"
TICK017,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 34329.38310038573, 'NetIncome': 9964.160144526335, 'OperatingCashFlow': 11132.313883628169, 'EPS': 3.1754954359166194}"
TICK017,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 131972.68071693607, 'NetIncome': 2938.193477159244, 'OperatingCashFlow': 4450.586794758632, 'EPS': 1.964438078577457}"
TICK017,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 113598.80855529131, 'NetIncome': 5099.8247903772735, 'OperatingCashFlow': 6450.934221963138, 'EPS': 4.555422859153938}"
TICK017,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 87905.23144291838, 'NetIncome': 6829.602324002653, 'OperatingCashFlow': 33918.38948666613, 'EPS': 9.421275134160709}"
TICK017,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 52025.88612382723, 'NetIncome': 17371.041689390808, 'OperatingCashFlow': 3045.845101145331, 'EPS': 1.0006226890965437}"
TICK017,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 148386.2854303808, 'NetIncome': 1196.4375396993833, 'OperatingCashFlow': 16131.496608915726, 'EPS': 6.372975139562947}"
TICK017,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 41494.04664819173, 'NetIncome': 19367.09779888897, 'OperatingCashFlow': 9605.06758900997, 'EPS': 1.440866586244867}"
TICK017,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 131232.08590965142, 'NetIncome': 17623.322409638018, 'OperatingCashFlow': 13804.285686633777, 'EPS': 6.842380652310771}"
TICK017,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 121764.82381443074, 'NetIncome': 5644.359643966926, 'OperatingCashFlow': 36294.85861689179, 'EPS': 6.009271320121796}"
TICK017,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 57899.23229185186, 'NetIncome': 4873.890810440242, 'OperatingCashFlow': 18081.060755895975, 'EPS': 0.8413432359642035}"
TICK017,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 57887.36159640917, 'NetIncome': 6016.240103276806, 'OperatingCashFlow': 27339.329097187998, 'EPS': 9.095200099880769}"
TICK018,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 38529.74227633565, 'NetIncome': 15592.19571403918, 'OperatingCashFlow': 18042.355451328694, 'EPS': 1.333205526651363}"
TICK018,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 113818.82316092015, 'NetIncome': 3247.237476976524, 'OperatingCashFlow': 23668.575359483028, 'EPS': 2.8632376060609888}"
TICK018,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 108547.0476740303, 'NetIncome': 14256.361170274096, 'OperatingCashFlow': 38155.42197789985, 'EPS': 4.544621168524439}"
TICK018,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 140705.1692638346, 'NetIncome': 16846.289189106017, 'OperatingCashFlow': 6035.03320911452, 'EPS': 3.3089389398004094}"
TICK018,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 134591.29883791506, 'NetIncome': 18161.36950953066, 'OperatingCashFlow': 33579.16410376351, 'EPS': 8.217643547281337}"
TICK018,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 145787.7775177881, 'NetIncome': 10439.645572640115, 'OperatingCashFlow': 22946.009981040745, 'EPS': 3.5330085933237663}"
TICK018,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 52345.85255597551, 'NetIncome': 19857.41475312251, 'OperatingCashFlow': 18092.63627850013, 'EPS': 5.4895030578179504}"
TICK018,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 72021.80796611843, 'NetIncome': 2651.6763127766203, 'OperatingCashFlow': 17128.101618657045, 'EPS': 6.330570899733605}"
TICK018,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 69459.60853697636, 'NetIncome': 7490.72248549554, 'OperatingCashFlow': 20673.164041469805, 'EPS': 3.206019670477149}"
TICK018,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 31087.789482926662, 'NetIncome': 6179.89363557217, 'OperatingCashFlow': 18593.061033890335, 'EPS': 4.9614565834453455}"
TICK018,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 100679.65980729033, 'NetIncome': 17031.239174068687, 'OperatingCashFlow': 37774.38949254113, 'EPS': 3.8918005847604746}"
TICK018,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 102064.80606438831, 'NetIncome': 12689.399159569242, 'OperatingCashFlow': 23222.74290187221, 'EPS': 7.874480635778913}"
TICK018,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 8156.367630420413, 'NetIncome': 6826.477818433237, 'OperatingCashFlow': 6974.286925221405, 'EPS': 7.923460457137285}"
TICK018,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 65736.27004675343, 'NetIncome': 8888.167998490706, 'OperatingCashFlow': 38896.950370383944, 'EPS': 3.2584466207797713}"
